category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
628|24124,Carpet|Surface Protection Films,Carpet Film 800 sf,"Carpet Film 48” x 200’ roll, 800 sf",,E:\IMAGES\ITEMS\product\C\a\1-2-3-Door-Shield-Carpet-Film-24-x-200-roll-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Carpet Film 48” x 200’ roll, 800 sf","Standard 45-day carpet protection, water-based adhesive","Our carpet film can be left in place for up to 45 days on all grades of carpet. Its self-adhering clear poly-film protects against damage from spills, dirt and foot traffic and is highly resistant to tears and punctures. Each roll is reverse wound for easy installation. The water-based adhesive is safe for use on all grades of carpet. Available in multiple sizes.  The Carpet Film Dispenser * is the fastest way to apply this product. Use our smaller dispenser for the 24”, 30” and 36” roll widths and our larger dispenser for the 36”, 48” and 60” roll widths.",,"48” x 200’ roll, 800 sf","Carpet Film 48” x 200’ roll, 800 sf"
628|24124,Carpet|Surface Protection Films,Carpet Film 1000sf,"Carpet Film 24” x 500’ roll, 1000 sf",,E:\IMAGES\ITEMS\product\C\a\1-2-3-Door-Shield-Carpet-Film-24-x-200-roll-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Carpet Film 24” x 500’ roll, 1000 sf","Standard 45-day carpet protection, water-based adhesive","Our carpet film can be left in place for up to 45 days on all grades of carpet. Its self-adhering clear poly-film protects against damage from spills, dirt and foot traffic and is highly resistant to tears and punctures. Each roll is reverse wound for easy installation. The water-based adhesive is safe for use on all grades of carpet. Available in multiple sizes.  The Carpet Film Dispenser * is the fastest way to apply this product. Use our smaller dispenser for the 24”, 30” and 36” roll widths and our larger dispenser for the 36”, 48” and 60” roll widths.",,"24” x 500’ roll, 1000 sf","Carpet Film 24” x 500’ roll, 1000 sf"
628|24124,Carpet|Surface Protection Films,Carpet Film 1500sf,"Carpet Film 36” x 500’ roll, 1500 sf",,E:\IMAGES\ITEMS\product\C\a\1-2-3-Door-Shield-Carpet-Film-24-x-200-roll-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Carpet Film 36” x 500’ roll, 1500 sf","Standard 45-day carpet protection, water-based adhesive","Our carpet film can be left in place for up to 45 days on all grades of carpet. Its self-adhering clear poly-film protects against damage from spills, dirt and foot traffic and is highly resistant to tears and punctures. Each roll is reverse wound for easy installation. The water-based adhesive is safe for use on all grades of carpet. Available in multiple sizes.  The Carpet Film Dispenser * is the fastest way to apply this product. Use our smaller dispenser for the 24”, 30” and 36” roll widths and our larger dispenser for the 36”, 48” and 60” roll widths.",,"36” x 500’ roll, 1500 sf","Carpet Film 36” x 500’ roll, 1500 sf"
628|24124,Carpet|Surface Protection Films,Carpet Film 2000sf,"Carpet Film 48” x 500’ roll, 2000 sf",,E:\IMAGES\ITEMS\product\C\a\1-2-3-Door-Shield-Carpet-Film-24-x-200-roll-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Carpet Film 48” x 500’ roll, 2000 sf","Standard 45-day carpet protection, water-based adhesive","Our carpet film can be left in place for up to 45 days on all grades of carpet. Its self-adhering clear poly-film protects against damage from spills, dirt and foot traffic and is highly resistant to tears and punctures. Each roll is reverse wound for easy installation. The water-based adhesive is safe for use on all grades of carpet. Available in multiple sizes.  The Carpet Film Dispenser * is the fastest way to apply this product. Use our smaller dispenser for the 24”, 30” and 36” roll widths and our larger dispenser for the 36”, 48” and 60” roll widths.",,"48” x 500’ roll, 2000 sf","Carpet Film 48” x 500’ roll, 2000 sf"
2663|24124,General Surface Protection|Surface Protection Films,"Multi 24”, 30”, 36” Dispenser","Multi 24”, 30”, 36” Dispenser",,E:\IMAGES\ITEMS\product\C\a\1-2-3-Door-Shield-Carpet-Film-24-x-200-roll-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Multi 24”, 30”, 36” Dispenser","Standard 45-day carpet protection, water-based adhesive","Our carpet film can be left in place for up to 45 days on all grades of carpet. Its self-adhering clear poly-film protects against damage from spills, dirt and foot traffic and is highly resistant to tears and punctures. Each roll is reverse wound for easy installation. The water-based adhesive is safe for use on all grades of carpet. Available in multiple sizes.  The Carpet Film Dispenser * is the fastest way to apply this product. Use our smaller dispenser for the 24”, 30” and 36” roll widths and our larger dispenser for the 36”, 48” and 60” roll widths.",,"24”, 30”, 36” Dispenser","Multi 24”, 30”, 36” Dispenser"
2663|24124,General Surface Protection|Surface Protection Films,"Multi 36”, 48”, 60” Dispenser","Multi 36”, 48”, 60” Dispenser",,E:\IMAGES\ITEMS\product\C\a\1-2-3-Door-Shield-Carpet-Film-24-x-200-roll-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Multi 36”, 48”, 60” Dispenser","Standard 45-day carpet protection, water-based adhesive","Our carpet film can be left in place for up to 45 days on all grades of carpet. Its self-adhering clear poly-film protects against damage from spills, dirt and foot traffic and is highly resistant to tears and punctures. Each roll is reverse wound for easy installation. The water-based adhesive is safe for use on all grades of carpet. Available in multiple sizes.  The Carpet Film Dispenser * is the fastest way to apply this product. Use our smaller dispenser for the 24”, 30” and 36” roll widths and our larger dispenser for the 36”, 48” and 60” roll widths.",,"36”, 48”, 60” Dispenser","Multi 36”, 48”, 60” Dispenser"
2663|24124,General Surface Protection|Surface Protection Films,Runner 200sf,"Runner 24"" x 100', 200 sf",,E:\IMAGES\ITEMS\product\R\u\1-2-3-Door-Shield-Runner-24-x-100-200.jpg,1-2-3 Door Shield,,Runner For Hard Surfaces 1-Roll,"The Runner is designed for heavy traffic areas and high quality floor surfaces and counter tops that need extra protection. It protects hardwood floors, hard tile, granite, marble, as well as resilient tile and linoleum floors.  This product stays in place and the non-porous fabric with rubber backing helps protect finished surfaces from moisture and spills. Also allows surfaces to breathe while being protected. The Runner is reusable.",,"24"" x 100', 200 sf","Runner 24"" x 100', 200 sf"
2663|24124,General Surface Protection|Surface Protection Films,Runner 300sf,"Runner 36"" x 100', 300 sf",,E:\IMAGES\ITEMS\product\R\u\1-2-3-Door-Shield-Runner-24-x-100-200.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Runner 36"" x 100', 300 sf",Runner For Hard Surfaces 1-Roll,"The Runner is designed for heavy traffic areas and high quality floor surfaces and counter tops that need extra protection. It protects hardwood floors, hard tile, granite, marble, as well as resilient tile and linoleum floors.  This product stays in place and the non-porous fabric with rubber backing helps protect finished surfaces from moisture and spills. Also allows surfaces to breathe while being protected. The Runner is reusable.",,"36"" x 100', 300 sf","Runner 36"" x 100', 300 sf"
2663|24124,General Surface Protection|Surface Protection Films,Runner 400sf,"Runner 48"" x 100', 400 sf",,E:\IMAGES\ITEMS\product\R\u\1-2-3-Door-Shield-Runner-24-x-100-200.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Runner 48"" x 100', 400 sf",Runner For Hard Surfaces 1-Roll,"The Runner is designed for heavy traffic areas and high quality floor surfaces and counter tops that need extra protection. It protects hardwood floors, hard tile, granite, marble, as well as resilient tile and linoleum floors.  This product stays in place and the non-porous fabric with rubber backing helps protect finished surfaces from moisture and spills. Also allows surfaces to breathe while being protected. The Runner is reusable.",,"48"" x 100', 400 sf","Runner 48"" x 100', 400 sf"
2661|24124,Floor Surface Protection|Surface Protection Films,Floor Runner 200sf,"Floor Runner 24"" x 100', 200 sf",,E:\IMAGES\ITEMS\product\F\l\1-2-3-Door-Shield-Floor-Runner-24-x-100-200.jpg,1-2-3 Door Shield,,1-Roll,"Floor Runner is perfect for finished hardwood floors, tile, granite, marble, counter tops, and stair protection. It provides up to 100 days of protection that stays in place and helps protect from scratches, paint spills and foot traffic. Durable, reusable and perfect for indoor use; designed for high-traffic areas and high-risk floors surfaces that need extra protection. Reverse wound for easy installation. Simply cut to size and lay in place.",,"24"" x 100', 200 sf","Floor Runner 24"" x 100', 200 sf"
2661|24124,Floor Surface Protection|Surface Protection Films,Floor Runner 300sf,"Floor Runner 36"" x 100', 300 sf",,E:\IMAGES\ITEMS\product\F\l\1-2-3-Door-Shield-Floor-Runner-24-x-100-200.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Floor Runner 36"" x 100', 300 sf",1-Roll,"Floor Runner is perfect for finished hardwood floors, tile, granite, marble, counter tops, and stair protection. It provides up to 100 days of protection that stays in place and helps protect from scratches, paint spills and foot traffic. Durable, reusable and perfect for indoor use; designed for high-traffic areas and high-risk floors surfaces that need extra protection. Reverse wound for easy installation. Simply cut to size and lay in place.",,"36"" x 100', 300 sf","Floor Runner 36"" x 100', 300 sf"
2661|24124,Floor Surface Protection|Surface Protection Films,Floor Runner 400sf,"Floor Runner 48"" x 100', 400 sf",,E:\IMAGES\ITEMS\product\F\l\1-2-3-Door-Shield-Floor-Runner-24-x-100-200.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Floor Runner 48"" x 100', 400 sf",1-Roll,"Floor Runner is perfect for finished hardwood floors, tile, granite, marble, counter tops, and stair protection. It provides up to 100 days of protection that stays in place and helps protect from scratches, paint spills and foot traffic. Durable, reusable and perfect for indoor use; designed for high-traffic areas and high-risk floors surfaces that need extra protection. Reverse wound for easy installation. Simply cut to size and lay in place.",,"48"" x 100', 400 sf","Floor Runner 48"" x 100', 400 sf"
2663|24124,General Surface Protection|Surface Protection Films,Construction Board,"38"" x 100'","1-2-3 Door Shield Construction Board 38"" x 100'",E:\IMAGES\ITEMS\product\C\o\1-2-3-Door-Shield-Construction-Board-38-x.jpg,1-2-3 Door Shield,,"1-roll, 45 mil flexible board, 38"" x 100', 316 sf","Don’t spend all your time taping cardboard together; Construction Board allows you to cover and protect the surface in half the time. Construction Board is tough as nails. This heavy-duty product is cost-effective and safe for all surfaces. It does not stain, can be reused, and is durable for any jobsite, large or small. This tough covering is perfect for concrete and epoxy floors. You can even drive a forklift over it! A green product, Construction Board is made from 100% recycled material, and can also be recycled itself.",,"1-2-3 Door Shield Construction Board 38"" x 100'","38"" x 100'"
2048|24124,Surface Traction|Surface Protection Films,PTM-2-3624,Tacky Mat 2 Sets of 30 Sheets Measuring 3' x 2',,E:\IMAGES\ITEMS\product\P\T\1-2-3-Door-Shield-PTM-2-3624-Tacky-Mat-2-Sets-of-30-Sheets.jpg,1-2-3 Door Shield,,,"Stop dust and dirt from being tracked through your jobsite, models or home. Tacky Mats® come with thirty (30) disposable tacky sheets per mat and two (2) mats per box. When the top sheet becomes soiled, simply peel away (sheets are numbered for easy reordering). They are excellent for stopping drywall dust and light dirt from entering or leaving your jobsite. There is also a tacky mat dispenser available for the 3’ x 2’ mat. Available in blue or white.",,2 Sets of 30 Sheets Measuring 3' x 2',Tacky Mat 2 Sets of 30 Sheets Measuring 3' x 2'
2048|23956,Surface Traction|Tractor Accessories,PTM-4-2445,Tacky Mat 4 sets of 30 sheets measuring 2' x 3.75',,E:\IMAGES\ITEMS\product\P\T\1-2-3-Door-Shield-PTM-2-3624-Tacky-Mat-2-Sets-of-30-Sheets.jpg,1-2-3 Door Shield,1-2-3 Door Shield PTM-4-2445 Tacky Mat 4 sets of 30 sheets measuring 2' x 3.75',,"Stop dust and dirt from being tracked through your jobsite, models or home. Tacky Mats® come with thirty (30) disposable tacky sheets per mat and two (2) mats per box. When the top sheet becomes soiled, simply peel away (sheets are numbered for easy reordering). They are excellent for stopping drywall dust and light dirt from entering or leaving your jobsite. There is also a tacky mat dispenser available for the 3’ x 2’ mat. Available in blue or white.",,4 Sets of 30 Sheets Measuring 2' x 3.75',Tacky Mat 4 sets of 30 sheets measuring 2' x 3.75'
2048|23956,Surface Traction|Tractor Accessories,PTMM-1-2537,Tacky Mat Mount,,E:\IMAGES\ITEMS\product\P\T\1-2-3-Door-Shield-PTM-2-3624-Tacky-Mat-2-Sets-of-30-Sheets.jpg,1-2-3 Door Shield,1-2-3 Door Shield Tacky Mat Mount,,"Stop dust and dirt from being tracked through your jobsite, models or home. Tacky Mats® come with thirty (30) disposable tacky sheets per mat and two (2) mats per box. When the top sheet becomes soiled, simply peel away (sheets are numbered for easy reordering). They are excellent for stopping drywall dust and light dirt from entering or leaving your jobsite. There is also a tacky mat dispenser available for the 3’ x 2’ mat. Available in blue or white.",,"Mat Mount: fit 24""x 36"" mat",Tacky Mat Mount
2663|24124,General Surface Protection|Surface Protection Films,Hard Surface Film 400sf,"Hard Surface Film 24"" x 200' - 400 s.f.",,E:\IMAGES\ITEMS\product\H\a\1-2-3-Door-Shield-Hard-Surface-Film-24-x-200-400.jpg,1-2-3 Door Shield,,1-Roll,"Hard Surface Film is a 2-mil polyethylene film with slip-resistant protection for almost any hard surface. This surface protection product protects your finished surface from dirt, grime and spills and is resistant to scuffs and abrasions. This product is excellent for protecting laminated plastic tile, vinyl, granite counter tops, appliances, glass or almost any factory finished surface and is reverse wound for easy application. FIVE convenient builder sizes are available.",,"24"" x 200' - 400 s.f.","Hard Surface Film 24"" x 200' - 400 s.f."
2663|24124,General Surface Protection|Surface Protection Films,Hard Surface Film 600sf,"Hard Surface Film 36"" x 200' - 600 s.f.",,E:\IMAGES\ITEMS\product\H\a\1-2-3-Door-Shield-Hard-Surface-Film-24-x-200-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Hard Surface Film 36"" x 200' - 600 s.f.",1-Roll,"Hard Surface Film is a 2-mil polyethylene film with slip-resistant protection for almost any hard surface. This surface protection product protects your finished surface from dirt, grime and spills and is resistant to scuffs and abrasions. This product is excellent for protecting laminated plastic tile, vinyl, granite counter tops, appliances, glass or almost any factory finished surface and is reverse wound for easy application. FIVE convenient builder sizes are available.",,"36"" x 200' - 600 s.f.","Hard Surface Film 36"" x 200' - 600 s.f."
2663|24124,General Surface Protection|Surface Protection Films,Hard Surface Film 800sf,"Hard Surface Film 48"" x 200' - 800 s.f.",,E:\IMAGES\ITEMS\product\H\a\1-2-3-Door-Shield-Hard-Surface-Film-24-x-200-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Hard Surface Film 48"" x 200' - 800 s.f.",1-Roll,"Hard Surface Film is a 2-mil polyethylene film with slip-resistant protection for almost any hard surface. This surface protection product protects your finished surface from dirt, grime and spills and is resistant to scuffs and abrasions. This product is excellent for protecting laminated plastic tile, vinyl, granite counter tops, appliances, glass or almost any factory finished surface and is reverse wound for easy application. FIVE convenient builder sizes are available.",,"48"" x 200' - 800 s.f.","Hard Surface Film 48"" x 200' - 800 s.f."
2663|24124,General Surface Protection|Surface Protection Films,Hard Surface Film 1000sf,"Hard Surface Film 24"" x 500' - 1,000 s.f",,E:\IMAGES\ITEMS\product\H\a\1-2-3-Door-Shield-Hard-Surface-Film-24-x-200-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Hard Surface Film 24"" x 500' - 1,000 s.f",1-Roll,"Hard Surface Film is a 2-mil polyethylene film with slip-resistant protection for almost any hard surface. This surface protection product protects your finished surface from dirt, grime and spills and is resistant to scuffs and abrasions. This product is excellent for protecting laminated plastic tile, vinyl, granite counter tops, appliances, glass or almost any factory finished surface and is reverse wound for easy application. FIVE convenient builder sizes are available.",,"24"" x 500' - 1,000 s.f","Hard Surface Film 24"" x 500' - 1,000 s.f"
2663|24124,General Surface Protection|Surface Protection Films,Hard Surface Film 1500sf,"Hard Surface Film 36"" x 500' - 1,500 s.f.",,E:\IMAGES\ITEMS\product\H\a\1-2-3-Door-Shield-Hard-Surface-Film-24-x-200-400.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Hard Surface Film 36"" x 500' - 1,500 s.f.",1-Roll,"Hard Surface Film is a 2-mil polyethylene film with slip-resistant protection for almost any hard surface. This surface protection product protects your finished surface from dirt, grime and spills and is resistant to scuffs and abrasions. This product is excellent for protecting laminated plastic tile, vinyl, granite counter tops, appliances, glass or almost any factory finished surface and is reverse wound for easy application. FIVE convenient builder sizes are available.",,"36"" x 500' - 1,500 s.f.","Hard Surface Film 36"" x 500' - 1,500 s.f."
2665|24124,Window Surface Protection|Surface Protection Films,Window Film 1200sf 30day,"Window Film 24"" x 600', 1200 sf, 30-day",,E:\IMAGES\ITEMS\product\W\i\1-2-3-Door-Shield-Window-Film-24-x-600-1200-sf-30.jpg,1-2-3 Door Shield,,Saves clean-up time and expense! Protects window glass and frames; keeps them clean! Tear resistant film!,"Window Film is a specially designed, fully laminated self-adhering film for temporary protection of glass windows and frames. This surface protection product is easy to apply by hand without using cumbersome masking or duct tape; simply roll on the product for maximum, durable protection and avoid costly clean up and repairs.Window Film stays in place to protect your windows, window frames and glass from overspray, mortar stains, muriatic acid, stucco and more.",,"24"" x 600', 1200 sf, 30-day","Window Film 24"" x 600', 1200 sf, 30-day"
2665|24124,Window Surface Protection|Surface Protection Films,Window Film 1500sf 30day,"Window Film 36"" x 500', 1500 sf, 30-day",,E:\IMAGES\ITEMS\product\W\i\1-2-3-Door-Shield-Window-Film-24-x-600-1200-sf-30.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Window Film 36"" x 500', 1500 sf, 30-day",Saves clean-up time and expense! Protects window glass and frames; keeps them clean! Tear resistant film!,"Window Film is a specially designed, fully laminated self-adhering film for temporary protection of glass windows and frames. This surface protection product is easy to apply by hand without using cumbersome masking or duct tape; simply roll on the product for maximum, durable protection and avoid costly clean up and repairs.Window Film stays in place to protect your windows, window frames and glass from overspray, mortar stains, muriatic acid, stucco and more.",,"36"" x 500', 1500 sf, 30-day","Window Film 36"" x 500', 1500 sf, 30-day"
2665|24124,Window Surface Protection|Surface Protection Films,Window Film 400sf 45day,"Window Film 24"" x 200', 400 sf, 45-day",,E:\IMAGES\ITEMS\product\W\i\1-2-3-Door-Shield-Window-Film-24-x-600-1200-sf-30.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Window Film 24"" x 200', 400 sf,  45-day",Saves clean-up time and expense! Protects window glass and frames; keeps them clean! Tear resistant film!,"Window Film is a specially designed, fully laminated self-adhering film for temporary protection of glass windows and frames. This surface protection product is easy to apply by hand without using cumbersome masking or duct tape; simply roll on the product for maximum, durable protection and avoid costly clean up and repairs.Window Film stays in place to protect your windows, window frames and glass from overspray, mortar stains, muriatic acid, stucco and more.",,"24"" x 200', 400 sf,  45-day","Window Film 24"" x 200', 400 sf, 45-day"
2665|24124,Window Surface Protection|Surface Protection Films,Window Film 1000sf 45day,"Window Film 24"" x 500', 1000 sf, 45-day",,E:\IMAGES\ITEMS\product\W\i\1-2-3-Door-Shield-Window-Film-24-x-600-1200-sf-30.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Window Film 24"" x 500', 1000 sf, 45-day",Saves clean-up time and expense! Protects window glass and frames; keeps them clean! Tear resistant film!,"Window Film is a specially designed, fully laminated self-adhering film for temporary protection of glass windows and frames. This surface protection product is easy to apply by hand without using cumbersome masking or duct tape; simply roll on the product for maximum, durable protection and avoid costly clean up and repairs.Window Film stays in place to protect your windows, window frames and glass from overspray, mortar stains, muriatic acid, stucco and more.",,"24"" x 500', 1000 sf, 45-day","Window Film 24"" x 500', 1000 sf, 45-day"
2665|24124,Window Surface Protection|Surface Protection Films,Window Film 600sf 45day,"Window Film 36"" x 200', 600 sf, 45-day",,E:\IMAGES\ITEMS\product\W\i\1-2-3-Door-Shield-Window-Film-24-x-600-1200-sf-30.jpg,1-2-3 Door Shield,"1-2-3 Door Shield Window Film 36"" x 200', 600 sf, 45-day",Saves clean-up time and expense! Protects window glass and frames; keeps them clean! Tear resistant film!,"Window Film is a specially designed, fully laminated self-adhering film for temporary protection of glass windows and frames. This surface protection product is easy to apply by hand without using cumbersome masking or duct tape; simply roll on the product for maximum, durable protection and avoid costly clean up and repairs.Window Film stays in place to protect your windows, window frames and glass from overspray, mortar stains, muriatic acid, stucco and more.",,"36"" x 200', 600 sf, 45-day","Window Film 36"" x 200', 600 sf, 45-day"
