category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV48,"3"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"3"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"3"" MK Morse Hole Saw","3"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV12,"3/4"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"3/4"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"3/4"" MK Morse Hole Saw","3/4"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV58,"3-5/8"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"3-5/8"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"3-5/8"" MK Morse Hole Saw","3-5/8"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV64,"4"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"4"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"4"" MK Morse Hole Saw","4"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV66,"4-1/8"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"4-1/8"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"4-1/8"" MK Morse Hole Saw","4-1/8"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV68,"4-1/4"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"4-1/4"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"4-1/4"" MK Morse Hole Saw","4-1/4"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV72,"4-1/2"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"4-1/2"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"4-1/2"" MK Morse Hole Saw","4-1/2"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV76,"4-3/4"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"4-3/4"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"4-3/4"" MK Morse Hole Saw","4-3/4"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV80,"5"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"5"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"5"" MK Morse Hole Saw","5"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV36,"2-1/4"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"2-1/4"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"2-1/4"" MK Morse Hole Saw","2-1/4"" MK Morse Hole Saw"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,AV38,"2-3/8"" MK Morse Hole Saw",,E:\IMAGES\ITEMS\product\M\K\Hole.jpg,MK Morse,"2-3/8"" MK Morse Hole Saw","More teeth , deeper gullet in the cutting action increases material removal New tooth form maximizes penetration with a positive rake face Engineered with the strongest tooth profile available in the marketplace Increased control in higher torque applications and long wear resistance Impact resistant while maintaining cutting penetration","Advanced Edge Bi-Metal Hole Saw Durability, quality and reliabilty combine to provide the hardest working hole saw in the industry. PTP technology increases material removal and provides more control of the cutting process.",,"2-3/8"" MK Morse Hole Saw","2-3/8"" MK Morse Hole Saw"
635|21720,Hand Saws|Hand Saws,HHB1224,"12"" 24T Hack Saw Blade","Bi-Metal Hacksaw Blades  Bi-metal hack blades will bend and flex, resisting shattering for safer sawing and longer lasting blades.",E:\IMAGES\ITEMS\product\H\H\HHB1218-The-MK-Morse-Company-Hack-Saw.jpg,MK Morse,"12"" 24T Hack Saw Blade","Vacuum heat treating creates harder edge for faster, easier cutting High speed steel cutting edge with 8% cobalt for longer blade life Increased heat and wear resistance for longer life Flexible to prevent shattering during use 12"" X 1/2"" X .025 BI-METAL","Applications Pipe, tubing, solids, wood, plastic or any machinable metal.",,"12"" 24T Hack Saw Blade","12"" 24T Hack Saw Blade"
635|21720,Hand Saws|Hand Saws,HHB1232,"12"" 32T Hack Saw Blade","Bi-Metal Hacksaw Blades  Bi-metal hack blades will bend and flex, resisting shattering for safer sawing and longer lasting blades.",E:\IMAGES\ITEMS\product\H\H\HHB1218-The-MK-Morse-Company-Hack-Saw.jpg,MK Morse,"12"" 32T Hack Saw Blade","Vacuum heat treating creates harder edge for faster, easier cutting High speed steel cutting edge with 8% cobalt for longer blade life Increased heat and wear resistance for longer life Flexible to prevent shattering during use 12"" X 1/2"" X .025 BI-METAL","Applications Pipe, tubing, solids, wood, plastic or any machinable metal.",,"12"" 32T Hack Saw Blade","12"" 32T Hack Saw Blade"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,M34,"3/8"" Hex Arbor for 9/16"" - 1-3/16""","Hole Saw Arbors  Durable, heavy-duty carbon steel arbors come complete with pilot drills. Adapt Morse hole saws to any power drill used by professionals.",E:\IMAGES\ITEMS\product\M\2\M24K-The-MK-Morse-Company-Round.jpg,MK Morse,"3/8"" Hex Arbor for 9/16"" - 1-3/16""","Various shank sizes 3/8"" or 1/2"" drills Short pilot drills and arbors require a 3-1/16"" pilot bit Long pilot drills and arbors have a pass through shank Hex arbors with non-slit jaw slots are positive drive SDS arbors are used in tools having SDS chucks, to drive hole saws in rotary hammers or hammer drills","Durable, heavy-duty carbon steel arbors come complete with pilot drills. Adapt Morse hole saws to any power drill used by professionals.",,"3/8"" Hex Arbor for 9/16"" - 1-3/16""","3/8"" Hex Arbor for 9/16"" - 1-3/16"""
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,M44,"7/16"" Hex Arbor for 9/16"" - 1-3/16""","Hole Saw Arbors  Durable, heavy-duty carbon steel arbors come complete with pilot drills. Adapt Morse hole saws to any power drill used by professionals.",E:\IMAGES\ITEMS\product\M\2\M24K-The-MK-Morse-Company-Round.jpg,MK Morse,"7/16"" Hex Arbor for 9/16"" - 1-3/16""","Various shank sizes 3/8"" or 1/2"" drills Short pilot drills and arbors require a 3-1/16"" pilot bit Long pilot drills and arbors have a pass through shank Hex arbors with non-slit jaw slots are positive drive SDS arbors are used in tools having SDS chucks, to drive hole saws in rotary hammers or hammer drills","Durable, heavy-duty carbon steel arbors come complete with pilot drills. Adapt Morse hole saws to any power drill used by professionals.",,"7/16"" Hex Arbor for 9/16"" - 1-3/16""","7/16"" Hex Arbor for 9/16"" - 1-3/16"""
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,M45,"7/16"" Hex Arbor Fit 1/2"" Chuck for 1-1/4"" - 2-3/8""","Hole Saw Arbors  Durable, heavy-duty carbon steel arbors come complete with pilot drills. Adapt Morse hole saws to any power drill used by professionals.",E:\IMAGES\ITEMS\product\M\2\M24K-The-MK-Morse-Company-Round.jpg,MK Morse,"7/16"" Hex Arbor Fit 1/2"" Chuck for 1-1/4"" - 2-3/8""","Various shank sizes 3/8"" or 1/2"" drills Short pilot drills and arbors require a 3-1/16"" pilot bit Long pilot drills and arbors have a pass through shank Hex arbors with non-slit jaw slots are positive drive SDS arbors are used in tools having SDS chucks, to drive hole saws in rotary hammers or hammer drills","Durable, heavy-duty carbon steel arbors come complete with pilot drills. Adapt Morse hole saws to any power drill used by professionals.",,"7/16"" Hex Arbor Fit 1/2"" Chuck for 1-1/4"" - 2-3/8""","7/16"" Hex Arbor Fit 1/2"" Chuck for 1-1/4"" - 2-3/8"""
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,M45P,"7/16"" Hex Arbor for 1-1/4"" - 6""","Hole Saw Arbors  Durable, heavy-duty carbon steel arbors come complete with pilot drills. Adapt Morse hole saws to any power drill used by professionals.",E:\IMAGES\ITEMS\product\M\2\M24K-The-MK-Morse-Company-Round.jpg,MK Morse,"7/16"" Hex Arbor for 1-1/4"" - 6""","Various shank sizes 3/8"" or 1/2"" drills Short pilot drills and arbors require a 3-1/16"" pilot bit Long pilot drills and arbors have a pass through shank Hex arbors with non-slit jaw slots are positive drive SDS arbors are used in tools having SDS chucks, to drive hole saws in rotary hammers or hammer drills","Durable, heavy-duty carbon steel arbors come complete with pilot drills. Adapt Morse hole saws to any power drill used by professionals.",,"7/16"" Hex Arbor for 1-1/4"" - 6""","7/16"" Hex Arbor for 1-1/4"" - 6"""
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,ME3810,"12"" Extension for 3/8"" Shank Arbor","Hole Saw Extensions  12"" (305mm) extensions available for both 7/16"" (10.5mm) and 3/8"" (9.5mm) arbors. Great for reaching through studs or hard to reach areas.",E:\IMAGES\ITEMS\product\M\E\ME121-The-MK-Morse-Company.jpg,MK Morse,"12"" Extension for 3/8"" Shank Arbor",,"12"" (305mm) extensions available for both 7/16"" (10.5mm) and 3/8"" (9.5mm) arbors. Great for reaching through studs or hard to reach areas.",,"12"" Extension for 3/8"" Shank Arbor","12"" Extension for 3/8"" Shank Arbor"
1157|24852,Hole Saw - Metal Drill Bits|Hole Saws,MPD4S01,"1/4"" x 3-1/16"" Pilot Drill",Hole Saw Arbor: Pilot Drill  Split-point pilot drills available in a variety of lengths and materials. Pilot drills place a starter hole in the material to help guide the hole saw.,E:\IMAGES\ITEMS\product\M\P\MPD401-The-MK-Morse-Company-Pilot.jpg,MK Morse,"1/4"" x 3-1/16"" Pilot Drill","HSS tipped pilot bits are for bi-metal hole saws Carbide tipped pilot bits are for the carbide grit or carbide tipped hole saws Pilot bits have a 1/4"" shank 3-1/16"" or 3-1/4"" length for short arbors 4"" or longer for pass through shank arbors",Split-point pilot drills available in a variety of lengths and materials. Pilot drills place a starter hole in the material to help guide the hole saw.,,"1/4"" x 3-1/16"" Pilot Drill","1/4"" x 3-1/16"" Pilot Drill"
721|24990,Reciprocal Saw Blades|Reciprocating Saw Blades,RB125006T50,"12"" X 3/4"" X .050, 6TPI","Bi-Metal Recip Blades  Extra-tough, professional quality bi-metal recip blades are available in a wide variety of lengths. Over the years we have developed and refined a special manufacturing process designed to lengthen blade life and g",E:\IMAGES\ITEMS\product\R\B\RB1218T50-The-MK-Morse-Company-Recip.jpg,MK Morse,"12"" X 3/4"" X .050, 6TPI","Fits all popular reciprocating saw machines 8% Cobalt edge offers more wear resistance Matrix ll cutting edge has shock resistance teeth that resist strippage Available in a wide variety of lengths and thicknesses  Applications  Machinable metal, wood, nail-embedded wood, composites, rubber, plastic, plaster, and other common building materials.","Extra-tough, professional quality bi-metal recip blades are available in a wide variety of lengths. Over the years we have developed and refined a special manufacturing process designed to lengthen blade life and guarantee quality.",,"12"" X 3/4"" X .050, 6TPI","12"" X 3/4"" X .050, 6TPI"
