category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2448IDRET1-20109,Surface Applied Tactile Warning Surface Tiles - Brick Red,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2448idret1-20109-surface-applied-tactile-warning-surface-tiles-brick-red.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 48""Dome Spacing: 1.67""",Surface Applied Tactile Warning Surface Tiles - Brick Red
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2448IDRET2-20109,Surface Applied Tactile Warning Surface Tiles - Brick Red,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2448idret2-20109-surface-applied-tactile-warning-surface-tiles-brick-red.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 48""Dome Spacing: 2.35""",Surface Applied Tactile Warning Surface Tiles - Brick Red
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2460IDRET1-20109,Surface Applied Tactile Warning Surface Tiles - Brick Red,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2460idret1-20109-surface-applied-tactile-warning-surface-tiles-brick-red.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 60""Dome Spacing: 1.67""",Surface Applied Tactile Warning Surface Tiles - Brick Red
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2460IDRET2-20109,Surface Applied Tactile Warning Surface Tiles - Brick Red,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2460idret2-20109-surface-applied-tactile-warning-surface-tiles-brick-red.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 60""Dome Spacing: 2.35""",Surface Applied Tactile Warning Surface Tiles - Brick Red
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,3648IDRET1-20109,Surface Applied Tactile Warning Surface Tiles - Brick Red,,E:\IMAGES\ITEMS\product\3\6\ada-solutions-3648idret1-20109-surface-applied-tactile-warning-surface-tiles-brick-red.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 36"" x 48""Dome Spacing: 1.67""",Surface Applied Tactile Warning Surface Tiles - Brick Red
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,3660IDRET1-20109,Surface Applied Tactile Warning Surface Tiles - Brick Red,,E:\IMAGES\ITEMS\product\3\6\ada-solutions-3660idret1-20109-surface-applied-tactile-warning-surface-tiles-brick-red.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 36"" x 60""Dome Spacing: 1.67""",Surface Applied Tactile Warning Surface Tiles - Brick Red
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,3648IDRET2-20109,Surface Applied Tactile Warning Surface Tiles - Brick Red,,E:\IMAGES\ITEMS\product\3\6\ada-solutions-3648idret2-20109-surface-applied-tactile-warning-surface-tiles-brick-red.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 36"" x 60""Dome Spacing: 2.35""",Surface Applied Tactile Warning Surface Tiles - Brick Red
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2436IDRET1-36118,Surface Applied Tactile Warning Surface Tiles - Dark Gray,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2436idret1-36118-surface-applied-tactile-warning-surface-tiles-dark-gray.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 36""Dome Spacing: 1.67""",Surface Applied Tactile Warning Surface Tiles - Dark Gray
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2436IDRET2-36118,Surface Applied Tactile Warning Surface Tiles - Dark Gray,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2436idret2-36118-surface-applied-tactile-warning-surface-tiles-dark-gray.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 36""Dome Spacing: 2.35""",Surface Applied Tactile Warning Surface Tiles - Dark Gray
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2448IDRET1-36118,Surface Applied Tactile Warning Surface Tiles - Dark Gray,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2448idret1-36118-surface-applied-tactile-warning-surface-tiles-dark-gray.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 48""Dome Spacing: 1.67""",Surface Applied Tactile Warning Surface Tiles - Dark Gray
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2448IDRET2-36118,Surface Applied Tactile Warning Surface Tiles - Dark Gray,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2448idret2-36118-surface-applied-tactile-warning-surface-tiles-dark-gray.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 48""Dome Spacing: 2.35""",Surface Applied Tactile Warning Surface Tiles - Dark Gray
695|27898,ADA Tiles | Detectable Warning Systems (INACTIVE)|Detectable Warning Tiles,2460IDRET1-36118,Surface Applied Tactile Warning Surface Tiles - Dark Gray,,E:\IMAGES\ITEMS\product\2\4\ada-solutions-2460idret1-36118-surface-applied-tactile-warning-surface-tiles-dark-gray.jpg,ADA Solutions,The most proven and trusted Detectable Warning solution in the world.,"For use in Retrofit applicationsLarge perimeter beveled edges for smooth transitionSecured with color matched fasteners and structural adhesiveSurface applied tiles are 1/8"" thick with beveled edgesStandard sizes: 24"" x 36"", 24"" x 48"", 24"" x 60"", 36"" x 48"" and 36"" x 60""Surfaced Applied Tactile, available in both Rectangular and Radius, is made of a colorfast and UV stable homogenous glass and carbon composite with fiberglass truncated domes for enhanced durability. The Surface Applied Tactile is used to retrofit over an existing concrete substrate and can be installed in as little as 10 minutes.","Available Colors All of ADA Solutions Inc., truncated dome tactile surfaces are in full compliance with the American Disabilities Act Accessibility Guidelines (ADAAG), Public Right-of-Way (PROW) and California Title 24 Requirements. ADA Solutions Inc., products are approved for use by all major municipalities, DPW’s and state DOT's.",,"Dimensions: 24"" x 60""Dome Spacing: 1.67""",Surface Applied Tactile Warning Surface Tiles - Dark Gray
