category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
821|21716|28294,Picks and Handles|Sledges|Rental Picks and Handles,881,Fiberglass Sledge Handle,"Precision made, non-warping, non-corrosive and waterproof. Includes epoxy adhesive, self adjusting grommet.",E:\IMAGES\ITEMS\product\8\8\881-Orgill-Fiberglass-Sledge.jpg,Dasco Products,"Precision made, non-warping, non-corrosive and waterproof. Includes epoxy adhesive, self adjusting grommet.",Fiberglass For Sledges/Splitting Mauls 6 to 16 lbs Width: 5.5 in. Height: 3.25 in. Length: 38.25 in. Weight: 2.53 lbs.,,,881 Dasco Products Fiberglass Sledge Handle,Fiberglass Sledge Handle
275|21899,Chisels|Chisels,406,Dasco Products 406 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 406 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Bulk & Size: 5/8""",Dasco Products 406 Cold Chisels
275|21899,Chisels|Chisels,408,Dasco Products 408 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 408 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Bulk & Size: 3/4""",Dasco Products 408 Cold Chisels
275|21899,Chisels|Chisels,413,Dasco Products 413 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 413 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Bulk & Size: 7/8""",Dasco Products 413 Cold Chisels
275|21899,Chisels|Chisels,417,Dasco Products 417 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 417 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Bulk & Size: 1""",Dasco Products 417 Cold Chisels
275|21899,Chisels|Chisels,400-0,Dasco Products 400-0 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 400-0 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Carded & Size: 1/4""",Dasco Products 400-0 Cold Chisels
275|21899,Chisels|Chisels,401-0,Dasco Products 401-0 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 401-0 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Carded & Size: 5/16""",Dasco Products 401-0 Cold Chisels
275|21899,Chisels|Chisels,402-0,Dasco Products 402-0 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 402-0 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Carded & Size: 3/8""",Dasco Products 402-0 Cold Chisels
275|21899,Chisels|Chisels,405-0,Dasco Products 405-0 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 405-0 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Carded & Size: 1/2""",Dasco Products 405-0 Cold Chisels
275|21899,Chisels|Chisels,406-0,Dasco Products 406-0 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 406-0 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Carded & Size: 5/8""",Dasco Products 406-0 Cold Chisels
275|21899,Chisels|Chisels,408-0,Dasco Products 408-0 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 408-0 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Carded & Size: 3/4""",Dasco Products 408-0 Cold Chisels
275|21899,Chisels|Chisels,413-0,Dasco Products 413-0 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 413-0 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Carded & Size: 7/8""",Dasco Products 413-0 Cold Chisels
275|21899,Chisels|Chisels,417-0,Dasco Products 417-0 Cold Chisels,,E:\IMAGES\ITEMS\product\4\0\Cold.jpg,Dasco Products,Dasco Products 417-0 Cold Chisels,"DASCO PRO cold chisels are precision ground for cutting, shaping and removing metal that is softer than the cutting edge of the chisel. Made of high carbon steel that has been heat treated, these chisels are to be used on cast iron, wrought iron, steel, bronze and copper.",,,"Type: Carded & Size: 1""",Dasco Products 417-0 Cold Chisels
