category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Premium Black Turbo ""TPOWL"" Open","Core Bits Premium Black Turbo ""TPOWL"" Open",The Premium Black Turbo is our most popular turbo bit.  It has a very high diamond concentration for excellent performance in heavy to very heavy steel applications.  Combine this excellent diamond concentration with its fluted segment design and you have,E:\IMAGES\ITEMS\product\p\r\Diamond-Products-Core-Bits-Premium-Black-Turbo-TPOWL.jpg,Diamond Products,"Diamond Products Core Bits Premium Black Turbo ""TPOWL"" Open","Application : General purpose with high steelVery high diamond concentrationFast coring and high performanceGood in medium aggregate concrete with heavy steelFor use with expansion adaptorsAllows for easier retrieval of the coreSerrated segment design for less surface to surface contactBond : TPOWLCore length : 13""Segment height : .287""Hub : 1-1/4""-7Quality grade : Premium Black Open End Turbo Core BitAvailable in the following sizes : Part #  Size  BTP2000  2""  BTP2500  2-1/2""  BTP3000  3""  BTP3500  3-1/2""  BTP4000  4""  BTP4500  4-1/2""  BTP5000  5""  BTP6000  6""  BTP8000  8""  BTP10000  10""  BTP12000  12""","The Premium Black Turbo is our most popular turbo bit.  It has a very high diamond concentration for excellent performance in heavy to very heavy steel applications.  Combine this excellent diamond concentration with its fluted segment design and you have a bit that flies through just about anything.TPOWL - General purpose, high steel",,"Diamond Products Core Bits Premium Black Turbo ""TPOWL"" Open","Core Bits Premium Black Turbo ""TPOWL"" Open"
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Super Premium Plus Turbo ""TSPOL""","Core Bits Super Premium Plus Turbo ""TSPOL""","The Super Premium Plus Turbo bit has an extra-high diamond depth of .400"".  These bits last longer and drill faster than most turbo bits.  The specially designed segments last throughout the entire life of the bit.  Various specifications are available fo",E:\IMAGES\ITEMS\product\s\u\Diamond-Products-Core-Bits-Super-Premium-Plus-Turbo.jpg,Diamond Products,"Diamond Products Core Bits Super Premium Plus Turbo ""TSPOL""","Application : General purpose, moderate steel, fast cuttingHigh diamond concentration and quality for very long lifeFastest coring bit in various applications with heavy steelExtra high diamond depth of .400"" for the longest and fastest coreRibbed segments design for faster cut - Saving you time and moneyBond : TSPOLCore length : 13""Hub : 1-1/4""-7Quality grade : Super Premium Plus Turbo Core BitAvailable in the following sizes : Part #  Size  BTSP+2000  2""  BTSP+2500  2-1/2""  BTSP+3000  3""  BTSP+3500  3-1/2""  BTSP+4000  4""  BTSP+4500  4-1/2""  BTSP+5000  5""  BTSP+6000  6""  BTSP+7000  7""  BTSP+8000  8""  BTSP+9000  9""  BTSP+10000  10""","The Super Premium Plus Turbo bit has an extra-high diamond depth of .400"".  These bits last longer and drill faster than most turbo bits.  The specially designed segments last throughout the entire life of the bit.  Various specifications are available for hard aggregate to abrasive asphalt.",,"Diamond Products Core Bits Super Premium Plus Turbo ""TSPOL""","Core Bits Super Premium Plus Turbo ""TSPOL"""
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Super Premium Plus Turbo ""TSP33L""","Core Bits Super Premium Plus Turbo ""TSP33L""","The Super Premium Plus Turbo bit has an extra-high diamond depth of .400"".  These bits last longer and drill faster than most turbo bits.  The specially designed segments last throughout the entire life of the bit.  Various specifications are available fo",E:\IMAGES\ITEMS\product\s\u\Diamond-Products-Core-Bits-Super-Premium-Plus-Turbo.jpg,Diamond Products,"Diamond Products Core Bits Super Premium Plus Turbo ""TSP33L""","Application : Hard aggregate, fast coringHigh diamond concentration and quality for very long lifeFastest coring bit in various applications with heavy steelExtra high diamond depth of .400"" for the longest and fastest coreRibbed segments design for faster cut - Saving you time and moneyBond : TSP33LCore length : 13""Hub : 1-1/4""-7Quality grade : Super Premium Plus Turbo Core BitAvailable in the following sizes : Part #  Size  BTSP+2000  2""  BTSP+2500  2-1/2""  BTSP+3000  3""  BTSP+3500  3-1/2""  BTSP+4000  4""  BTSP+4500  4-1/2""  BTSP+5000  5""  BTSP+6000  6""  BTSP+7000  7""  BTSP+8000  8""  BTSP+9000  9""  BTSP+10000  10""","The Super Premium Plus Turbo bit has an extra-high diamond depth of .400"".  These bits last longer and drill faster than most turbo bits.  The specially designed segments last throughout the entire life of the bit.  Various specifications are available for hard aggregate to abrasive asphalt.",,"Diamond Products Core Bits Super Premium Plus Turbo ""TSP33L""","Core Bits Super Premium Plus Turbo ""TSP33L"""
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Super Premium Plus Turbo ""TSP64L""","Core Bits Super Premium Plus Turbo ""TSP64L""","The Super Premium Plus Turbo bit has an extra-high diamond depth of .400"".  These bits last longer and drill faster than most turbo bits.  The specially designed segments last throughout the entire life of the bit.  Various specifications are available fo",E:\IMAGES\ITEMS\product\s\u\Diamond-Products-Core-Bits-Super-Premium-Plus-Turbo.jpg,Diamond Products,"Diamond Products Core Bits Super Premium Plus Turbo ""TSP64L""","Application : Asphalt & block, fast coringHigh diamond concentration and quality for very long lifeFastest coring bit in various applications with heavy steelExtra high diamond depth of .400"" for the longest and fastest coreRibbed segments design for faster cut - Saving you time and moneyBond : TSP64LCore length : 13""Hub : 1-1/4""-7Quality grade : Super Premium Plus Turbo Core BitAvailable in the following sizes : Part #  Size  BTSP+2000  2""  BTSP+2500  2-1/2""  BTSP+3000  3""  BTSP+3500  3-1/2""  BTSP+4000  4""  BTSP+4500  4-1/2""  BTSP+5000  5""  BTSP+6000  6""  BTSP+7000  7""  BTSP+8000  8""  BTSP+9000  9""  BTSP+10000  10""","The Super Premium Plus Turbo bit has an extra-high diamond depth of .400"".  These bits last longer and drill faster than most turbo bits.  The specially designed segments last throughout the entire life of the bit.  Various specifications are available for hard aggregate to abrasive asphalt.",,"Diamond Products Core Bits Super Premium Plus Turbo ""TSP64L""","Core Bits Super Premium Plus Turbo ""TSP64L"""
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Super Premium Plus Turbo ""TSPSAG3+""","Core Bits Super Premium Plus Turbo ""TSPSAG3+""","The Super Premium Plus Turbo bit has an extra-high diamond depth of .400"".  These bits last longer and drill faster than most turbo bits.  The specially designed segments last throughout the entire life of the bit.  Various specifications are available fo",E:\IMAGES\ITEMS\product\s\u\Diamond-Products-Core-Bits-Super-Premium-Plus-Turbo.jpg,Diamond Products,"Diamond Products Core Bits Super Premium Plus Turbo ""TSPSAG3+""","Application : Fast Coring in hard aggregate with moderate steelHigh diamond concentration and quality for very long lifeFastest coring bit in various applications with heavy steelExtra high diamond depth of .400"" for the longest and fastest coreRibbed segments design for faster cut - Saving you time and moneyBond : TSPSAG3+Core length : 13""Hub : 1-1/4""-7Quality grade : Super Premium Plus Turbo Core BitAvailable in the following sizes : Part #  Size  BTSP+2000  2""  BTSP+2500  2-1/2""  BTSP+3000  3""  BTSP+3500  3-1/2""  BTSP+4000  4""  BTSP+4500  4-1/2""  BTSP+5000  5""  BTSP+6000  6""  BTSP+7000  7""  BTSP+8000  8""  BTSP+9000  9""  BTSP+10000  10""","The Super Premium Plus Turbo bit has an extra-high diamond depth of .400"".  These bits last longer and drill faster than most turbo bits.  The specially designed segments last throughout the entire life of the bit.  Various specifications are available for hard aggregate to abrasive asphalt.",,"Diamond Products Core Bits Super Premium Plus Turbo ""TSPSAG3+""","Core Bits Super Premium Plus Turbo ""TSPSAG3+"""
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Premium Black Thinwall ""POL""","Core Bits Premium Black Thinwall ""POL""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11",E:\IMAGES\ITEMS\product\t\h\Diamond-Products-Core-Bits-Premium-Black-Thinwall.jpg,Diamond Products,"Diamond Products Core Bits Premium Black Thinwall ""POL""","Application : General purpose, fast coringVery high diamond concentrationGives maximum footage and drilling speed in all types of wet drilling applicationsGood in moderate to high steelLightweight for fast, handheld coringBond : POLCore length : 13""Segment height : .287""Hub : 5/8""-11Quality grade : Premium Black Thinwall Core BitAvailable in the following sizes : Part #  Size  Inside Diameter  BTWP500  1/2""  .330""  BTWP625  5/8""  .450""  BTWP750  3/4""  .575""  BTWP875  7/8""  .700""  BTWP1000  1""  .830""  BTWP1125  1-1/8""  .950""  BTWP1250  1-1/4""  1.080""  BTWP1375  1-3/8""  1.200""  BTWP1500  1-1/2""  1.325""  BTWP1625  1-5/8""  1.450""  BTWP1750  1-3/4""  1.575""  BTWP1875  1-7/8""  1.700""  BTWP2000  2""  1.825""  BTWP2250  2-1/4""  2.075""  BTWP2375  2-3/8""  2.190""  BTWP2500  2-1/2""  2.325""  BTWP2750  2-3/4""  2.590""  BTWP3000  3""  2.827""  BTWP4000  4""  3.827""  BTWP5000  5""  4.725""  BTWP6000  6""  5.707""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11 threaded hubs.POL  - General purpose, fast coring",,"Diamond Products Core Bits Premium Black Thinwall ""POL""","Core Bits Premium Black Thinwall ""POL"""
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Premium Black Thinwall ""P33Z""","Core Bits Premium Black Thinwall ""P33Z""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11",E:\IMAGES\ITEMS\product\t\h\Diamond-Products-Core-Bits-Premium-Black-Thinwall.jpg,Diamond Products,"Diamond Products Core Bits Premium Black Thinwall ""P33Z""","Application : Fast coring in harder materials and stoneVery high diamond concentrationGives maximum footage and drilling speed in all types of wet drilling applicationsGood in moderate to high steelLightweight for fast, handheld coringBond : P33ZCore length : 13""Segment height : .287""Hub : 5/8""-11Quality grade : Premium Black Thinwall Core BitAvailable in the following sizes : Part #  Size  Inside Diameter  BTWP500  1/2""  .330""  BTWP625  5/8""  .450""  BTWP750  3/4""  .575""  BTWP875  7/8""  .700""  BTWP1000  1""  .830""  BTWP1125  1-1/8""  .950""  BTWP1250  1-1/4""  1.080""  BTWP1375  1-3/8""  1.200""  BTWP1500  1-1/2""  1.325""  BTWP1625  1-5/8""  1.450""  BTWP1750  1-3/4""  1.575""  BTWP1875  1-7/8""  1.700""  BTWP2000  2""  1.825""  BTWP2250  2-1/4""  2.075""  BTWP2375  2-3/8""  2.190""  BTWP2500  2-1/2""  2.325""  BTWP2750  2-3/4""  2.590""  BTWP3000  3""  2.827""  BTWP4000  4""  3.827""  BTWP5000  5""  4.725""  BTWP6000  6""  5.707""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11 threaded hubs.P33Z  - Fast coring in harder materials and stone",,"Diamond Products Core Bits Premium Black Thinwall ""P33Z""","Core Bits Premium Black Thinwall ""P33Z"""
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Premium Silver Thinwall ""UOL""","Core Bits Premium Silver Thinwall ""UOL""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11",E:\IMAGES\ITEMS\product\t\h\Diamond-Products-Core-Bits-Premium-Silver-Thinwall.jpg,Diamond Products,"Diamond Products Core Bits Premium Silver Thinwall ""UOL""","Application : General purpose, fast coringVery high diamond concentrationFor drilling smaller holesVery heavy steel and extremely hard aggregateLightweight for fast, handheld coringBond : UOLCore length : 13""Segment height : .287""Hub : 5/8""-11Quality grade : Supreme Silver Thinwall Core BitAvailable in the following sizes :\r\n Part #  Size  Inside Diameter  BTWU500  1/2""  .330""  BTWU625  5/8""  .450""  BTWU750  3/4""  .575""  BTWU875  7/8""  .700""  BTWU1000  1""  .830""  BTWU1125  1-1/8""  .950""  BTWU1250  1-1/4""  1.080""  BTWU1375  1-3/8""  1.200""  BTWU1500  1-1/2""  1.325""  BTWU1625  1-5/8""  1.450""  BTWU1750  1-3/4""  1.575""  BTWU1875  1-7/8""  1.700""  BTWU2000  2""  1.825""  BTWU2250  2-1/4""  2.075""  BTWU2375  2-3/8""  2.190""  BTWU2500  2-1/2""  2.325""  BTWU2750  2-3/4""  2.590""  BTWU3000  3""  2.827""  BTWU4000  4""  3.827""  BTWU5000  5""  4.725""  BTWU6000  6""  5.707""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11 threaded hubs.UOL  - General purpose, fast coring",,"Diamond Products Core Bits Premium Silver Thinwall ""UOL""","Core Bits Premium Silver Thinwall ""UOL"""
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Premium Silver Thinwall ""U33Z""","Core Bits Premium Silver Thinwall ""U33Z""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11",E:\IMAGES\ITEMS\product\t\h\Diamond-Products-Core-Bits-Premium-Silver-Thinwall.jpg,Diamond Products,"Diamond Products Core Bits Premium Silver Thinwall ""U33Z""","Application : Fast coring in harder materials and stoneHighest high quality diamond concentrationFor drilling smaller holesVery heavy steel and extremely hard aggregateLightweight for fast, handheld coringBond : U33ZCore length : 13""Segment height : .287""Hub : 5/8""-11Quality grade : Supreme Silver Thinwall Core BitAvailable in the following sizes :\r\n Part #  Size  Inside Diameter  BTWU500  1/2""  .330""  BTWU625  5/8""  .450""  BTWU750  3/4""  .575""  BTWU875  7/8""  .700""  BTWU1000  1""  .830""  BTWU1125  1-1/8""  .950""  BTWU1250  1-1/4""  1.080""  BTWU1375  1-3/8""  1.200""  BTWU1500  1-1/2""  1.325""  BTWU1625  1-5/8""  1.450""  BTWU1750  1-3/4""  1.575""  BTWU1875  1-7/8""  1.700""  BTWU2000  2""  1.825""  BTWU2250  2-1/4""  2.075""  BTWU2375  2-3/8""  2.190""  BTWU2500  2-1/2""  2.325""  BTWU2750  2-3/4""  2.590""  BTWU3000  3""  2.827""  BTWU4000  4""  3.827""  BTWU5000  5""  4.725""  BTWU6000  6""  5.707""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11 threaded hubs.U33Z  - Fast coring in harder materials and stone",,"Diamond Products Core Bits Premium Silver Thinwall ""U33Z""","Core Bits Premium Silver Thinwall ""U33Z"""
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Premium Black ""P28Z"" Stone Bits","Core Bits Premium Black ""P28Z"" Stone Bits","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11",E:\IMAGES\ITEMS\product\t\h\Diamond-Products-Core-Bits-Premium-Black-P28Z-Stone.jpg,Diamond Products,"Diamond Products Core Bits Premium Black ""P28Z"" Stone Bits","Application : Very hard materials, fast coring3"" overall lengthFor drilling marble and graniteAllows for an accurate hole in hard materialsCrown style for a smooth finishBond : P28ZCore length : 2""Segment height : .287""Hub : 5/8""-11Quality grade : Premium Black Stone Core BitAvailable in the following sizes : Part #  Size  BP1000DC  1""  BP1250DC  1-1/4""  BP1375DC  1-3/8""  BP1500DC  1-1/2""  BP1750DC  1-3/4""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11 threaded hubs.P28Z - Very hard materials, fast coring",,"Diamond Products Core Bits Premium Black ""P28Z"" Stone Bits","Core Bits Premium Black ""P28Z"" Stone Bits"
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Premium Black ""P28Z"" Tile Bits","Core Bits Premium Black ""P28Z"" Tile Bits","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11",E:\IMAGES\ITEMS\product\t\h\Diamond-Products-Core-Bits-Premium-Black-P28Z-Tile.jpg,Diamond Products,"Diamond Products Core Bits Premium Black ""P28Z"" Tile Bits","Application : Very hard materials, fast coringWet thinwall core bits for fast, smooth coring in tileThe soft bond handles very hard tileThe thin crown segment creates a nice finished coreBond : P28ZCore length : 2""Segment height : .287""Hub : 5/8""-11Quality grade : Premium Black Tile Core BitAvailable in the following sizes : Part #  Size  BTWP1000DC  1""  BTWP1250DC  1-1/4""  BTWP1375DC  1-3/8""  BTWP1500DC  1-1/2""  BTWP1750DC  1-3/4""  BTWP2000DC  2""","Designed for fast, chip free drilling with low power, high speed drill motors.  The continuous diamond crown is great for precise, smooth holes in thin or brittle materials.  Available in Premium Black and Supreme Silver quality grades.  Bits have 5/8""-11 threaded hubs.P28Z - Very hard materials, fast coring",,"Diamond Products Core Bits Premium Black ""P28Z"" Tile Bits","Core Bits Premium Black ""P28Z"" Tile Bits"
48|24837,Core Bits|Coring Bits,Diamond Products Core Bits Plated Hole Saw Bits,Core Bits Plated Hole Saw Bits,"Self-sharpening plated diamond technology. For use on tile, glass, stone, fiberglass, ceramic and more! Used on rotary drills or drill presses. Available as individual or bit sets with guides.",E:\IMAGES\ITEMS\product\p\l\Diamond-Products-Core-Bits-Plated-Hole-Saw.jpg,Diamond Products,Diamond Products Core Bits Plated Hole Saw Bits,"Application : Tile, marble, granite, glass, fiberglass, pottery, mirror & slateFaucet installations, towel bars, shower doors, shelving brackets, toilet anchorsm plumbing pipe holes, electrical outlets, and more!Easily fit into standard rotary drills and are simple to useSelf sharpening. You get the entire life of the diamond due to the electroplated technologyQuality grade : Plated Hole Saw Core BitAvailable in the following sizes : Part #  Bond  Size  Hub  PLATEDBIT125  ELECTROPLATED  1/8""  5/8-11""  PLATEDBIT250  ELECTROPLATED  1/4""  5/8-11""  PLATEDBIT313  ELECTROPLATED  5/16""  5/8-11""  PLATEDBIT375  ELECTROPLATED  3/8""  5/8-11""  PLATEDBIT500  ELECTROPLATED  1/2""  5/8-11""  PLATEDBIT625  ELECTROPLATED  5/8""  5/8-11""  PLATEDBIT875  ELECTROPLATED  7/8""  5/8-11""  PLATEDBIT1000  ELECTROPLATED  1""  5/8-11""  PLATEDBIT1250  ELECTROPLATED  1-1/4""  5/8-11""  PLATEDBIT1375  ELECTROPLATED  1-3/8""  5/8-11""  PLATEDBIT1500   ELECTROPLATED  1-1/2""  5/8-11""  PLATEDBIT1625  ELECTROPLATED  1-5/8""  1-1/4""-7  PLATEDBIT2000  ELECTROPLATED  2""  1-1/4""-7  PLATEDBIT2250  ELECTROPLATED  2-1/4""  1-1/4""-7  PLATEDBIT2375  ELECTROPLATED  2-3/8""  1-1/4""-7  PLATEDBIT2500  ELECTROPLATED  2-1/2""  1-1/4""-7  PLATEDBIT2875  ELECTROPLATED  2-7/8""  1-1/4""-7  PLATEDBIT3000  ELECTROPLATED  3""  1-1/4""-7  PLATEDBIT3250  ELECTROPLATED  3-1/4""  1-1/4""-7  PLATEDBITSET  ELECTROPLATED  10-PC  1-1/4""-7  PLATEDGUIDE5  N/A  5-PC  1-1/4""-7  PLATEDBITSET14  ELECTROPLATED  14-PC  1-1/4""-7  SUCTIONRINGSET  N/A  1-1/2""  & 3""  1-1/4""-7","Self-sharpening plated diamond technology. For use on tile, glass, stone, fiberglass, ceramic and more! Used on rotary drills or drill presses. Available as individual or bit sets with guides.",,Diamond Products Core Bits Plated Hole Saw Bits,Core Bits Plated Hole Saw Bits
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Heavy Duty Orange ""DH"" Dry","Core Bits Heavy Duty Orange ""DH"" Dry","Our Dry Hole Saw bits are the best in the business.  We were the first to introduce them and nobody sells more.  Drill dry through block and brick in seconds.  No water needed.  All bits have 5/8""-11 threaded hubs.  Dry bits have 9"" drilling depth.  Jacob",E:\IMAGES\ITEMS\product\h\e\Diamond-Products-Core-Bits-Heavy-Duty-Orange-DH.jpg,Diamond Products,"Diamond Products Core Bits Heavy Duty Orange ""DH"" Dry","Application : Block and soft brickCore drill without waterNot for use on concreteNot all types of brick and block can be drilled - please consult factoryDry bits are used with intermittent cuts allowing air to cool the bit9"" drilling depthJacobs chuck adapter available for hand held rotary drills 5-8""-11 thread to straight shankBond : DHCore length : 9""Segment height : .287""Hub : 5/8""-11Quality grade : Heavy Duty Orange Dry Hole Saw Core BitAvailable in the following sizes : Part #  Size  Inner Diameter  BDH875  7/8""  6/8""  BDH1000  1""  7/8""  BDH1250  1-1/4""  1-1/8""  BDH1500  1-1/2""  1-3/8""  BDH1750  1-3/4""  BDH2000  2""  BDH2250  2-1/4""  BDH2500  2-1/2""  BDH3000  3""  BDH3500  3-1/2""  BDH4000  4""  BDH4500  4-1/2""  BDH5000  5""  BDH6000  6""","Our Dry Hole Saw bits are the best in the business.  We were the first to introduce them and nobody sells more.  Drill dry through block and brick in seconds.  No water needed.  All bits have 5/8""-11 threaded hubs.  Dry bits have 9"" drilling depth.  Jacobs Chuck Adaptor available for hammer drills 5/8""-11 thread to straight shank.DH - Block and soft brickNotes: Not all types of brick and block can be drilled.  Please consult factory.  Not suitable for concrete or hard materials.",,"Diamond Products Core Bits Heavy Duty Orange ""DH"" Dry","Core Bits Heavy Duty Orange ""DH"" Dry"
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Premium Black ""DP"" Dry","Core Bits Premium Black ""DP"" Dry",Premium black grade dry hole saw bits feature wider segments than the heavy duty grade with a heavier core thickness.  They drill faster and last longer than any bit of its kind.DP - Brick and blockNotes: Not all types of brick and block c,E:\IMAGES\ITEMS\product\p\r\Diamond-Products-Core-Bits-Premium-Black-DP.jpg,Diamond Products,"Diamond Products Core Bits Premium Black ""DP"" Dry","Application : Brick and block - long lifeNot for use on concreteNot all types of brick and block can be drilled - please consult factoryDry bits are used with intermittent cuts allowing air to cool the bitWider segments with heavier barrel wall9"" drilling depthJacobs chuck adapter available for hand held rotary drills 5-8""-11 thread to straight shankBond : DPCore length : 9""Segment height : .287""Hub : 5/8""-11Quality grade : Premium Black Dry Hole Saw Core BitAvailable in the following sizes : Part #  Size  BDP875  7/8""  BDP1000  1""  BDP1250  1-1/4""  BDP1500  1-1/2""  BDP1750  1-3/4""  BDP2000  2""  BDP2250  2-1/4""  BDP2500  2-1/2""  BDP3000  3""  BDP3500  3-1/2""  BDP4000  4""  BDP4500  4-1/2""  BDP5000  5""  BDP6000  6""",Premium black grade dry hole saw bits feature wider segments than the heavy duty grade with a heavier core thickness.  They drill faster and last longer than any bit of its kind.DP - Brick and blockNotes: Not all types of brick and block can be drilled.  Please consult factory.  Not suitable for concrete or hard materials.,,"Diamond Products Core Bits Premium Black ""DP"" Dry","Core Bits Premium Black ""DP"" Dry"
48|24837,Core Bits|Coring Bits,Diamond Products Core Bits Heavy Duty Orange Dry Vacuum,Core Bits Heavy Duty Orange Dry Vacuum,"Designed for drilling dry in cured concrete, brick and block.  Use on standard core drill motors or high speed grinders.  This bit takes up where the Dry Hole Saw leaves off.  All bits have 1.250""-12 threaded hubs.  All bits have a 9"" drilling depth.<",E:\IMAGES\ITEMS\product\d\r\Diamond-Products-Core-Bits-Heavy-Duty-Orange-Dry.jpg,Diamond Products,Diamond Products Core Bits Heavy Duty Orange Dry Vacuum,"Application : Cured concrete & BrickFor use with dry vacuum swivel assemblyDo not use in applications with steel heavier than wire mesh9"" drilling depthBond : DVHCore length : 9""Segment height : .287""Hub : 1-1/4""-12Quality grade : Heavy Duty Orange Dry Vacuum Core BitAvailable in the following sizes : Part #  Size  BDVH1500  1-1/2""  BDVH1750  1-3/4""  BDVH2000  2""  BDVH2250  2-1/4""  BDVH2500  2-1/2""  BDVH3000  3""  BDVH3500  3-1/2""  BDVH4000  4""  BDVH4500  4-1/2""  BDVH5000  5""  BDVH6000  6""","Designed for drilling dry in cured concrete, brick and block.  Use on standard core drill motors or high speed grinders.  This bit takes up where the Dry Hole Saw leaves off.  All bits have 1.250""-12 threaded hubs.  All bits have a 9"" drilling depth.DVH - Cured concrete, brick & blockNotes: Do not use in applications with steel heavier than wire mesh.  Air vacuum swivel assembly needed to adapt to drill motors.",,Diamond Products Core Bits Heavy Duty Orange Dry Vacuum,Core Bits Heavy Duty Orange Dry Vacuum
48|24837,Core Bits|Coring Bits,"Diamond Products Core Bits Heavy Duty Orange ""HOL"" Threaded","Core Bits Heavy Duty Orange ""HOL"" Threaded","Drill to any depth with Threaded Bits and Threaded Barrels from Core Bore.  Need additional length? Simply add more sections of threaded barrels.  Threaded bits and barrels are available in diameters from 1"" to 10"".  Standard threaded bit core length is 1",E:\IMAGES\ITEMS\product\t\h\Diamond-Products-Core-Bits-Heavy-Duty-Orange-HOL.jpg,Diamond Products,"Diamond Products Core Bits Heavy Duty Orange ""HOL"" Threaded","Application : General purpose, cured concrete with moderate steelThe industry standard in coringExcellent footage and drilling speedDesigned for applications with light to moderate steelAllows increased range of drilling depth with continuous tubing threaded bits and barrelsAdditional barrel lengths can be added as you drill deeper similar to oil drillingExtra barrel lengths available in 12"", 24"", 36"" and 48"".187"" segment widthBond : HOLCore length : 12""Segment height : .287""Hub : Threaded cap sold separatelyQuality grade : Heavy Duty Orange Threaded Core BitAvailable in the following sizes : Part #  Size  BHT1500  1-1/2""  BHT2000  2""  BHT2250  2-1/4""  BHT2500  2-1/2""  BHT2750  2-3/4""  BHT3000  3""  BHT3500  3-1/2""  BHT4000  4""  BHT5000  5""  BHT6000  6""  BHT6500  6-1/2""  BHT7000  7""  BHT8000  8""  BHT9000  9""  BHT10000  10""","Drill to any depth with Threaded Bits and Threaded Barrels from Core Bore.  Need additional length? Simply add more sections of threaded barrels.  Threaded bits and barrels are available in diameters from 1"" to 10"".  Standard threaded bit core length is 12"".  Barrels should be ordered in 12"" increments.  Any length available upon request.  Segment thickness is .187"".HOL - General purpose drilling",,"Diamond Products Core Bits Heavy Duty Orange ""HOL"" Threaded","Core Bits Heavy Duty Orange ""HOL"" Threaded"
